sequence,request_id,action,x_m,y_m,channel,result,virtual_time_s
253,dc5361a6469f473099bf83071b1abbb1-253,measure,-1.832377773224227e-13,-997.5,15,no_signal,4751.054033
254,dc5361a6469f473099bf83071b1abbb1-254,measure,-1.832377773224227e-13,-997.5,16,no_signal,4757.054033
255,dc5361a6469f473099bf83071b1abbb1-255,measure,-141.0678028467164,-939.0678028467162,18,no_signal,4793.592171
256,dc5361a6469f473099bf83071b1abbb1-256,measure,-564.2712113868652,-763.7712113868649,13,direction,4891.206585
257,dc5361a6469f473099bf83071b1abbb1-257,measure,-705.3390142335813,-705.3390142335811,4,no_signal,4927.744723
258,dc5361a6469f473099bf83071b1abbb1-258,measure,-705.3390142335813,-705.3390142335811,6,no_signal,4933.744723
259,dc5361a6469f473099bf83071b1abbb1-259,measure,-705.3390142335813,-705.3390142335811,9,no_signal,4939.744723
260,dc5361a6469f473099bf83071b1abbb1-260,measure,-705.3390142335813,-705.3390142335811,10,no_signal,4945.744723
261,dc5361a6469f473099bf83071b1abbb1-261,measure,-705.3390142335813,-705.3390142335811,11,no_signal,4951.744723
262,dc5361a6469f473099bf83071b1abbb1-262,measure,-705.3390142335813,-705.3390142335811,12,no_signal,4957.744723
263,dc5361a6469f473099bf83071b1abbb1-263,measure,-705.3390142335813,-705.3390142335811,15,no_signal,4963.744723
264,dc5361a6469f473099bf83071b1abbb1-264,measure,-705.3390142335813,-705.3390142335811,16,no_signal,4969.744723
265,dc5361a6469f473099bf83071b1abbb1-265,measure,-705.3390142335813,-705.3390142335811,18,no_signal,4975.744723
266,dc5361a6469f473099bf83071b1abbb1-266,measure,-544.7122749762295,-548.156494431156,18,no_signal,5025.692379
267,dc5361a6469f473099bf83071b1abbb1-267,clear,-504.55559016189164,-508.8608644805497,13,success,5041.929293
268,dc5361a6469f473099bf83071b1abbb1-268,clear,-836.8764174632356,-441.6298013950994,18,no_target_in_range,5112.739955
269,dc5361a6469f473099bf83071b1abbb1-269,clear,-850.8813665429997,-419.61100718898155,18,success,5122.95902
270,dc5361a6469f473099bf83071b1abbb1-270,measure,-1617.7354542693313,-934.0000000000002,4,no_signal,5313.638334
271,dc5361a6469f473099bf83071b1abbb1-271,measure,-1617.7354542693313,-934.0000000000002,6,no_signal,5319.638334
272,dc5361a6469f473099bf83071b1abbb1-272,measure,-1617.7354542693313,-934.0000000000002,9,no_signal,5325.638334
273,dc5361a6469f473099bf83071b1abbb1-273,measure,-1617.7354542693313,-934.0000000000002,10,no_signal,5331.638334
274,dc5361a6469f473099bf83071b1abbb1-274,measure,-1617.7354542693313,-934.0000000000002,11,no_signal,5337.638334
275,dc5361a6469f473099bf83071b1abbb1-275,measure,-1617.7354542693313,-934.0000000000002,12,no_signal,5343.638334
276,dc5361a6469f473099bf83071b1abbb1-276,measure,-1617.7354542693313,-934.0000000000002,15,no_signal,5349.638334
277,dc5361a6469f473099bf83071b1abbb1-277,measure,-1617.7354542693313,-934.0000000000002,16,no_signal,5355.638334
278,dc5361a6469f473099bf83071b1abbb1-278,measure,-934.0000000000008,-1617.7354542693308,16,no_signal,5554.027925
279,dc5361a6469f473099bf83071b1abbb1-279,measure,-934.0000000000008,-1617.7354542693308,4,no_signal,5560.027925
280,dc5361a6469f473099bf83071b1abbb1-280,measure,-934.0000000000008,-1617.7354542693308,6,no_signal,5566.027925
281,dc5361a6469f473099bf83071b1abbb1-281,measure,-934.0000000000008,-1617.7354542693308,9,no_signal,5572.027925
282,dc5361a6469f473099bf83071b1abbb1-282,measure,-934.0000000000008,-1617.7354542693308,10,no_signal,5578.027925
283,dc5361a6469f473099bf83071b1abbb1-283,measure,-934.0000000000008,-1617.7354542693308,11,no_signal,5584.027925
284,dc5361a6469f473099bf83071b1abbb1-284,measure,-934.0000000000008,-1617.7354542693308,12,no_signal,5590.027925
285,dc5361a6469f473099bf83071b1abbb1-285,measure,-934.0000000000008,-1617.7354542693308,15,no_signal,5596.027925
286,dc5361a6469f473099bf83071b1abbb1-286,measure,-3.4314603312108834e-13,-1868.0,15,no_signal,5794.417516
287,dc5361a6469f473099bf83071b1abbb1-287,measure,-3.4314603312108834e-13,-1868.0,4,no_signal,5800.417516
288,dc5361a6469f473099bf83071b1abbb1-288,measure,-3.4314603312108834e-13,-1868.0,6,no_signal,5806.417516
289,dc5361a6469f473099bf83071b1abbb1-289,measure,-3.4314603312108834e-13,-1868.0,9,no_signal,5812.417516
290,dc5361a6469f473099bf83071b1abbb1-290,measure,-3.4314603312108834e-13,-1868.0,10,no_signal,5818.417516
291,dc5361a6469f473099bf83071b1abbb1-291,measure,-3.4314603312108834e-13,-1868.0,11,no_signal,5824.417516
292,dc5361a6469f473099bf83071b1abbb1-292,measure,-3.4314603312108834e-13,-1868.0,12,no_signal,5830.417516
293,dc5361a6469f473099bf83071b1abbb1-293,measure,-3.4314603312108834e-13,-1868.0,16,no_signal,5836.417516
