seed,strategy,N,k0,activity_group,chosen_template,qualified_pair,delta_time_per_source_s,delta_total_s,baseline_clear_failures,candidate_clear_failures,movement_gain_m,hindsight_gap_m,regret_capture_ratio,delta_movement_m,delta_measurements,delta_switches,delta_clear_attempts,delta_clear_failures,delta_movement_s,delta_measurement_s,delta_switch_s,delta_clear_success_s,delta_clear_failure_s
52000991,M,10,4,10+,6,True,-24.109903900000006,-241.09903900000018,1,1,1185.495195879097,3147.6690117245944,0.37662638335330223,-1185.495195879097,-1,1,0,0,-237.09903917581914,-5.0,1.0,0.0,0.0
52000992,J,11,5,10+,6,True,-4.95130681818182,-54.46437500000002,1,0,342.3218712726539,2223.2058299719247,0.1539766883739131,-342.3218712726539,2,7,-1,-1,-68.46437425453087,10.0,7.0,0.0,-3.0
52000992,M,11,5,10+,6,True,-4.397983636363676,-48.377820000000156,1,1,96.88909955900635,2223.2058299719247,0.043580804913699735,-96.88909955900635,-6,1,0,0,-19.377819911801907,-30.0,1.0,0.0,0.0
52000989,J,15,9,10+,6,True,-7.632273666666663,-114.484105,1,0,587.4205216462051,2922.405483818986,0.20100582376356846,-587.4205216462051,1,1,-1,-1,-117.48410432924038,5.0,1.0,0.0,-3.0
52000989,M,15,9,10+,6,True,-6.94543120000003,-104.18146800000022,1,0,570.9073375365697,2922.405483818986,0.1953552786215384,-570.9073375365697,2,3,-1,-1,-114.18146750731239,10.0,3.0,0.0,-3.0
52000990,J,16,6,10+,6,True,-16.208393874999985,-259.33430199999975,5,3,971.6715108646276,3857.2363594712697,0.2519087295438176,-971.6715108646276,-10,-9,-2,-2,-194.33430217292562,-50.0,-9.0,0.0,-6.0
52000990,M,16,6,10+,6,True,-23.278474249999988,-372.4555879999998,5,5,1417.277938948353,3857.2363594712697,0.3674335215336989,-1417.277938948353,-15,-14,0,0,-283.455587789671,-75.0,-14.0,0.0,0.0
52000993,J,12,5,10+,6,True,-16.223818916666687,-194.6858269999998,0,0,913.4291376577112,4437.182703021603,0.2058579055209267,-913.4291376577112,-2,-2,0,0,-182.68582753154215,-10.0,-2.0,0.0,0.0
52000993,M,12,5,10+,6,True,-26.594000833333325,-319.1280099999999,0,0,1575.6400501245407,4437.182703021603,0.35509920496435093,-1575.6400501245407,0,-4,0,0,-315.12801002490687,0.0,-4.0,0.0,0.0
52000994,J,13,5,10+,6,True,-16.937239230769194,-220.1841099999997,2,1,1085.920547893511,1490.3406020901748,0.7286391757498438,-1085.920547893511,0,0,-1,-1,-217.18410957870128,0.0,0.0,0.0,-3.0
