seed,strategy,N,k0,chosen_template,E11_rotation,E12_rotation,qualified_pair,E11_time_per_source_s,E12_time_per_source_s,delta_time_per_source_s,delta_total_virtual_s,delta_movement_m,delta_measurements,delta_switches,delta_clear_attempts,delta_clear_failures,E11_movement_s,E12_movement_s,delta_movement_s,E11_measurement_s,E12_measurement_s,delta_measurement_s,E11_switch_s,E12_switch_s,delta_switch_s,E11_clear_success_s,E12_clear_success_s,delta_clear_success_s,E11_clear_failure_s,E12_clear_failure_s,delta_clear_failure_s
27182812,T6,16,12,7,25,10,True,197.8203590625,188.518014375,-9.302344687499982,-148.8375149999997,-1259.1875756556965,17,15,1,1,2536.125745092598,2284.2882299614607,-251.83751513113748,470.0,555.0,85.0,76.0,91.0,15.0,80.0,80.0,0.0,3.0,6.0,3.0
27182813,T2,10,7,7,25,20,True,295.2311232,294.2944127,-0.9367105000000038,-9.36710499999981,-271.8355245047842,9,6,-2,-2,2170.311231662912,2115.944126761956,-54.36710490095629,610.0,655.0,45.0,116.0,122.0,6.0,50.0,50.0,0.0,6.0,0.0,-6.0
27182813,T4,10,7,7,25,20,True,295.2311232,294.2944127,-0.9367105000000038,-9.36710499999981,-271.8355245047842,9,6,-2,-2,2170.311231662912,2115.944126761956,-54.36710490095629,610.0,655.0,45.0,116.0,122.0,6.0,50.0,50.0,0.0,6.0,0.0,-6.0
27182813,T6,10,7,7,25,20,True,295.2311232,294.2944127,-0.9367105000000038,-9.36710499999981,-271.8355245047842,9,6,-2,-2,2170.311231662912,2115.944126761956,-54.36710490095629,610.0,655.0,45.0,116.0,122.0,6.0,50.0,50.0,0.0,6.0,0.0,-6.0
27182814,T2,11,5,7,20,30,True,306.7372295454545,291.89218972727275,-14.84503981818176,-163.29543799999965,-1261.477191761638,17,16,-4,-4,2637.109525253116,2384.8140869007875,-252.29543835232835,565.0,650.0,85.0,102.0,118.0,16.0,55.0,55.0,0.0,15.0,3.0,-12.0
27182814,T4,11,5,7,20,30,True,306.7372295454545,291.89218972727275,-14.84503981818176,-163.29543799999965,-1261.477191761638,17,16,-4,-4,2637.109525253116,2384.8140869007875,-252.29543835232835,565.0,650.0,85.0,102.0,118.0,16.0,55.0,55.0,0.0,15.0,3.0,-12.0
27182814,T6,11,5,6,20,20,True,306.7372295454545,306.7372295454545,0.0,0.0,0.0,0,0,0,0,2637.109525253116,2637.109525253116,0.0,565.0,565.0,0.0,102.0,102.0,0.0,55.0,55.0,0.0,15.0,15.0,0.0
27182815,T2,12,10,7,10,35,True,243.490824,235.23820016666664,-8.25262383333336,-99.03148600000031,-220.15742730011152,-9,-10,0,0,2000.8898875986777,1956.8584021386548,-44.03148546002285,725.0,680.0,-45.0,136.0,126.0,-10.0,60.0,60.0,0.0,0.0,0.0,0.0
27182815,T4,12,10,7,10,35,True,243.490824,235.23820016666664,-8.25262383333336,-99.03148600000031,-220.15742730011152,-9,-10,0,0,2000.8898875986777,1956.8584021386548,-44.03148546002285,725.0,680.0,-45.0,136.0,126.0,-10.0,60.0,60.0,0.0,0.0,0.0,0.0
27182815,T6,12,10,7,10,35,True,243.490824,235.23820016666664,-8.25262383333336,-99.03148600000031,-220.15742730011152,-9,-10,0,0,2000.8898875986777,1956.8584021386548,-44.03148546002285,725.0,680.0,-45.0,136.0,126.0,-10.0,60.0,60.0,0.0,0.0,0.0,0.0
27182816,T2,13,5,7,20,0,True,263.8577963076923,280.09160715384616,16.233810846153858,211.0395410000001,-119.80229895127195,41,39,-3,-3,2745.151352292429,2721.190892502175,-23.960459790253935,510.0,715.0,205.0,95.0,134.0,39.0,65.0,65.0,0.0,15.0,6.0,-9.0
27182816,T4,13,5,7,20,0,True,263.8577963076923,280.09160715384616,16.233810846153858,211.0395410000001,-119.80229895127195,41,39,-3,-3,2745.151352292429,2721.190892502175,-23.960459790253935,510.0,715.0,205.0,95.0,134.0,39.0,65.0,65.0,0.0,15.0,6.0,-9.0
27182816,T6,13,5,6,20,20,True,263.8577963076923,263.8577963076923,0.0,0.0,0.0,0,0,0,0,2745.151352292429,2745.151352292429,0.0,510.0,510.0,0.0,95.0,95.0,0.0,65.0,65.0,0.0,15.0,15.0,0.0
27182817,T2,14,4,7,0,30,True,265.7348905714286,239.62724285714285,-26.107647714285747,-365.50706800000034,-2262.5353384713817,14,8,3,3,2941.2884677669417,2488.7814000726653,-452.50706769427643,600.0,670.0,70.0,109.0,117.0,8.0,70.0,70.0,0.0,0.0,9.0,9.0
27182817,T4,14,4,7,0,30,True,265.7348905714286,239.62724285714285,-26.107647714285747,-365.50706800000034,-2262.5353384713817,14,8,3,3,2941.2884677669417,2488.7814000726653,-452.50706769427643,600.0,670.0,70.0,109.0,117.0,8.0,70.0,70.0,0.0,0.0,9.0,9.0
27182817,T6,14,4,6,0,0,True,265.7348905714286,265.7348905714286,0.0,0.0,0.0,0,0,0,0,2941.2884677669417,2941.2884677669417,0.0,600.0,600.0,0.0,109.0,109.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0
27182818,T2,15,8,7,0,5,True,231.55529620000002,228.4551936,-3.100102600000014,-46.501538999999866,-882.507696252811,25,20,-5,-5,2745.3294430330716,2568.8279037825087,-176.50153925056293,535.0,660.0,125.0,100.0,120.0,20.0,75.0,75.0,0.0,18.0,3.0,-15.0
27182818,T4,15,8,7,0,5,True,231.55529620000002,228.4551936,-3.100102600000014,-46.501538999999866,-882.507696252811,25,20,-5,-5,2745.3294430330716,2568.8279037825087,-176.50153925056293,535.0,660.0,125.0,100.0,120.0,20.0,75.0,75.0,0.0,18.0,3.0,-15.0
27182818,T6,15,8,7,0,5,True,231.55529620000002,228.4551936,-3.100102600000014,-46.501538999999866,-882.507696252811,25,20,-5,-5,2745.3294430330716,2568.8279037825087,-176.50153925056293,535.0,660.0,125.0,100.0,120.0,20.0,75.0,75.0,0.0,18.0,3.0,-15.0
27182819,T2,16,10,7,20,40,True,240.826886125,225.6025204375,-15.224365687499983,-243.58985099999973,-857.9492514713747,-12,-15,1,1,3127.2301775599335,2955.640327265658,-171.5898502942755,550.0,490.0,-60.0,96.0,81.0,-15.0,80.0,80.0,0.0,0.0,3.0,3.0
27182819,T4,16,10,7,20,40,True,240.826886125,225.6025204375,-15.224365687499983,-243.58985099999973,-857.9492514713747,-12,-15,1,1,3127.2301775599335,2955.640327265658,-171.5898502942755,550.0,490.0,-60.0,96.0,81.0,-15.0,80.0,80.0,0.0,0.0,3.0,3.0
27182819,T6,16,10,7,20,40,True,240.826886125,225.6025204375,-15.224365687499983,-243.58985099999973,-857.9492514713747,-12,-15,1,1,3127.2301775599335,2955.640327265658,-171.5898502942755,550.0,490.0,-60.0,96.0,81.0,-15.0,80.0,80.0,0.0,0.0,3.0,3.0
27182820,T2,10,5,7,25,10,True,283.679714,292.87752209999996,9.197808099999975,91.97808099999975,209.89040570545694,9,5,0,0,2068.7971399526723,2110.7752210937642,41.978081141091934,605.0,650.0,45.0,113.0,118.0,5.0,50.0,50.0,0.0,0.0,0.0,0.0
27182820,T4,10,5,7,25,10,True,283.679714,292.87752209999996,9.197808099999975,91.97808099999975,209.89040570545694,9,5,0,0,2068.7971399526723,2110.7752210937642,41.978081141091934,605.0,650.0,45.0,113.0,118.0,5.0,50.0,50.0,0.0,0.0,0.0,0.0
27182820,T6,10,5,6,25,25,True,283.679714,283.679714,0.0,0.0,0.0,0,0,0,0,2068.7971399526723,2068.7971399526723,0.0,605.0,605.0,0.0,113.0,113.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0
27182821,T2,11,4,7,45,15,True,324.3432598181818,306.90148436363637,-17.44177545454545,-191.85953000000018,-994.2976481070691,1,-1,1,1,2754.775857802554,2555.9163281811407,-198.85952962141346,640.0,645.0,5.0,115.0,114.0,-1.0,55.0,55.0,0.0,3.0,6.0,3.0
27182821,T4,11,4,7,45,15,True,324.3432598181818,306.90148436363637,-17.44177545454545,-191.85953000000018,-994.2976481070691,1,-1,1,1,2754.775857802554,2555.9163281811407,-198.85952962141346,640.0,645.0,5.0,115.0,114.0,-1.0,55.0,55.0,0.0,3.0,6.0,3.0
27182821,T6,11,4,6,45,45,True,324.3432598181818,324.3432598181818,0.0,0.0,0.0,0,0,0,0,2754.775857802554,2754.775857802554,0.0,640.0,640.0,0.0,115.0,115.0,0.0,55.0,55.0,0.0,3.0,3.0,0.0
27182822,T2,12,4,7,55,45,True,317.0584323333333,281.0479715,-36.0104608333333,-432.1255299999998,-2675.6276468324086,18,13,0,0,3034.701187514537,2499.5756581480546,-535.1255293664826,595.0,685.0,90.0,112.0,125.0,13.0,60.0,60.0,0.0,3.0,3.0,0.0
27182822,T4,12,4,7,55,45,True,317.0584323333333,281.0479715,-36.0104608333333,-432.1255299999998,-2675.6276468324086,18,13,0,0,3034.701187514537,2499.5756581480546,-535.1255293664826,595.0,685.0,90.0,112.0,125.0,13.0,60.0,60.0,0.0,3.0,3.0,0.0
27182822,T6,12,4,6,55,55,True,317.0584323333333,317.0584323333333,0.0,0.0,0.0,0,0,0,0,3034.701187514537,3034.701187514537,0.0,595.0,595.0,0.0,112.0,112.0,0.0,60.0,60.0,0.0,3.0,3.0,0.0
27182823,T2,13,10,7,55,20,True,225.2881826153846,253.2075192307692,27.919336615384594,362.951376,1499.7568787932905,10,10,1,1,2238.7463743468666,2538.6977501055253,299.95137575865874,530.0,580.0,50.0,95.0,105.0,10.0,65.0,65.0,0.0,0.0,3.0,3.0
27182823,T4,13,10,7,55,20,True,225.2881826153846,253.2075192307692,27.919336615384594,362.951376,1499.7568787932905,10,10,1,1,2238.7463743468666,2538.6977501055253,299.95137575865874,530.0,580.0,50.0,95.0,105.0,10.0,65.0,65.0,0.0,0.0,3.0,3.0
27182823,T6,13,10,7,55,20,True,225.2881826153846,253.2075192307692,27.919336615384594,362.951376,1499.7568787932905,10,10,1,1,2238.7463743468666,2538.6977501055253,299.95137575865874,530.0,580.0,50.0,95.0,105.0,10.0,65.0,65.0,0.0,0.0,3.0,3.0
27182824,T2,14,8,7,40,10,True,249.0801695,239.08153314285713,-9.998636357142885,-139.98090900000034,-439.9045473405822,-8,-9,-1,-1,2678.1223733301913,2590.1414638620727,-87.98090946811863,620.0,580.0,-40.0,113.0,104.0,-9.0,70.0,70.0,0.0,6.0,3.0,-3.0
27182824,T4,14,8,7,40,10,True,249.0801695,239.08153314285713,-9.998636357142885,-139.98090900000034,-439.9045473405822,-8,-9,-1,-1,2678.1223733301913,2590.1414638620727,-87.98090946811863,620.0,580.0,-40.0,113.0,104.0,-9.0,70.0,70.0,0.0,6.0,3.0,-3.0
27182824,T6,14,8,7,40,10,True,249.0801695,239.08153314285713,-9.998636357142885,-139.98090900000034,-439.9045473405822,-8,-9,-1,-1,2678.1223733301913,2590.1414638620727,-87.98090946811863,620.0,580.0,-40.0,113.0,104.0,-9.0,70.0,70.0,0.0,6.0,3.0,-3.0
27182825,T2,15,8,7,40,25,True,246.8948606,234.36367786666668,-12.53118273333331,-187.96774099999993,-1304.8387084817896,12,10,1,1,2946.4229093094027,2685.4551676130445,-260.9677416963582,575.0,635.0,60.0,101.0,111.0,10.0,75.0,75.0,0.0,6.0,9.0,3.0
27182825,T4,15,8,7,40,25,True,246.8948606,234.36367786666668,-12.53118273333331,-187.96774099999993,-1304.8387084817896,12,10,1,1,2946.4229093094027,2685.4551676130445,-260.9677416963582,575.0,635.0,60.0,101.0,111.0,10.0,75.0,75.0,0.0,6.0,9.0,3.0
27182825,T6,15,8,7,40,25,True,246.8948606,234.36367786666668,-12.53118273333331,-187.96774099999993,-1304.8387084817896,12,10,1,1,2946.4229093094027,2685.4551676130445,-260.9677416963582,575.0,635.0,60.0,101.0,111.0,10.0,75.0,75.0,0.0,6.0,9.0,3.0
27182826,T2,16,7,7,25,20,True,225.5681108125,247.202603125,21.634492312499987,346.1518769999998,1675.7593875253715,0,5,2,2,2816.0897727458537,3151.2416502509286,335.15187750507494,610.0,610.0,0.0,103.0,108.0,5.0,80.0,80.0,0.0,0.0,6.0,6.0
27182826,T4,16,7,7,25,20,True,225.5681108125,247.202603125,21.634492312499987,346.1518769999998,1675.7593875253715,0,5,2,2,2816.0897727458537,3151.2416502509286,335.15187750507494,610.0,610.0,0.0,103.0,108.0,5.0,80.0,80.0,0.0,0.0,6.0,6.0
27182826,T6,16,7,7,25,20,True,225.5681108125,247.202603125,21.634492312499987,346.1518769999998,1675.7593875253715,0,5,2,2,2816.0897727458537,3151.2416502509286,335.15187750507494,610.0,610.0,0.0,103.0,108.0,5.0,80.0,80.0,0.0,0.0,6.0,6.0
27182827,T2,10,6,7,25,25,True,323.16934299999997,328.48456649999997,5.315223500000002,53.15223500000002,-404.23882582060287,25,15,-2,-2,2483.6934303602075,2402.845665196087,-80.84776516412057,580.0,705.0,125.0,112.0,127.0,15.0,50.0,50.0,0.0,6.0,0.0,-6.0
27182827,T4,10,6,7,25,25,True,323.16934299999997,328.48456649999997,5.315223500000002,53.15223500000002,-404.23882582060287,25,15,-2,-2,2483.6934303602075,2402.845665196087,-80.84776516412057,580.0,705.0,125.0,112.0,127.0,15.0,50.0,50.0,0.0,6.0,0.0,-6.0
27182827,T6,10,6,7,25,25,True,323.16934299999997,328.48456649999997,5.315223500000002,53.15223500000002,-404.23882582060287,25,15,-2,-2,2483.6934303602075,2402.845665196087,-80.84776516412057,580.0,705.0,125.0,112.0,127.0,15.0,50.0,50.0,0.0,6.0,0.0,-6.0
27182828,T2,11,6,7,35,40,True,291.78257981818183,291.6878619090909,-0.0947179090909458,-1.0418970000000627,-70.20948334930654,3,4,-2,-2,2442.60837801885,2428.5664813489875,-14.041896669862581,595.0,610.0,15.0,111.0,115.0,4.0,55.0,55.0,0.0,6.0,0.0,-6.0
27182828,T4,11,6,7,35,40,True,291.78257981818183,291.6878619090909,-0.0947179090909458,-1.0418970000000627,-70.20948334930654,3,4,-2,-2,2442.60837801885,2428.5664813489875,-14.041896669862581,595.0,610.0,15.0,111.0,115.0,4.0,55.0,55.0,0.0,6.0,0.0,-6.0
27182828,T6,11,6,7,35,40,True,291.78257981818183,291.6878619090909,-0.0947179090909458,-1.0418970000000627,-70.20948334930654,3,4,-2,-2,2442.60837801885,2428.5664813489875,-14.041896669862581,595.0,610.0,15.0,111.0,115.0,4.0,55.0,55.0,0.0,6.0,0.0,-6.0
27182829,T2,12,8,7,55,25,True,249.09020575,235.11551725,-13.974688499999985,-167.69626199999993,-1438.481309878527,22,19,-3,-3,2300.0824686422475,2012.3862066665422,-287.6962619757053,525.0,635.0,110.0,95.0,114.0,19.0,60.0,60.0,0.0,9.0,0.0,-9.0
27182829,T4,12,8,7,55,25,True,249.09020575,235.11551725,-13.974688499999985,-167.69626199999993,-1438.481309878527,22,19,-3,-3,2300.0824686422475,2012.3862066665422,-287.6962619757053,525.0,635.0,110.0,95.0,114.0,19.0,60.0,60.0,0.0,9.0,0.0,-9.0
27182829,T6,12,8,7,55,25,True,249.09020575,235.11551725,-13.974688499999985,-167.69626199999993,-1438.481309878527,22,19,-3,-3,2300.0824686422475,2012.3862066665422,-287.6962619757053,525.0,635.0,110.0,95.0,114.0,19.0,60.0,60.0,0.0,9.0,0.0,-9.0
27182830,T2,13,7,7,5,0,True,267.34343184615386,251.63292792307692,-15.710503923076942,-204.23655099999996,-1556.1827526889574,20,16,-3,-3,2781.4646137581353,2470.228063220343,-311.2365505377925,525.0,625.0,100.0,95.0,111.0,16.0,65.0,65.0,0.0,9.0,0.0,-9.0
27182830,T4,13,7,7,5,0,True,267.34343184615386,251.63292792307692,-15.710503923076942,-204.23655099999996,-1556.1827526889574,20,16,-3,-3,2781.4646137581353,2470.228063220343,-311.2365505377925,525.0,625.0,100.0,95.0,111.0,16.0,65.0,65.0,0.0,9.0,0.0,-9.0
27182830,T6,13,7,7,5,0,True,267.34343184615386,251.63292792307692,-15.710503923076942,-204.23655099999996,-1556.1827526889574,20,16,-3,-3,2781.4646137581353,2470.228063220343,-311.2365505377925,525.0,625.0,100.0,95.0,111.0,16.0,65.0,65.0,0.0,9.0,0.0,-9.0
27182831,T2,14,7,7,40,20,True,268.4209763571429,255.2230964285714,-13.197879928571467,-184.7703190000002,-1263.8515952435682,12,14,-2,-2,3045.8936688835015,2793.1233498347874,-252.7703190487141,535.0,595.0,60.0,98.0,112.0,14.0,70.0,70.0,0.0,9.0,3.0,-6.0
27182831,T4,14,7,7,40,20,True,268.4209763571429,255.2230964285714,-13.197879928571467,-184.7703190000002,-1263.8515952435682,12,14,-2,-2,3045.8936688835015,2793.1233498347874,-252.7703190487141,535.0,595.0,60.0,98.0,112.0,14.0,70.0,70.0,0.0,9.0,3.0,-6.0
