seed,strategy,N,k0,chosen_template,E11_rotation,E12_rotation,qualified_pair,E11_time_per_source_s,E12_time_per_source_s,delta_time_per_source_s,delta_total_virtual_s,delta_movement_m,delta_measurements,delta_switches,delta_clear_attempts,delta_clear_failures,E11_movement_s,E12_movement_s,delta_movement_s,E11_measurement_s,E12_measurement_s,delta_measurement_s,E11_switch_s,E12_switch_s,delta_switch_s,E11_clear_success_s,E12_clear_success_s,delta_clear_success_s,E11_clear_failure_s,E12_clear_failure_s,delta_clear_failure_s
27182864,T2,12,5,7,45,35,True,323.4738845,293.663989,-29.809895499999982,-357.718746,-2188.5937320617104,13,15,0,0,3121.686613973831,2683.9678675614887,-437.71874641234217,590.0,655.0,65.0,104.0,119.0,15.0,60.0,60.0,0.0,6.0,6.0,0.0
27182864,T4,12,5,7,45,35,True,323.4738845,293.663989,-29.809895499999982,-357.718746,-2188.5937320617104,13,15,0,0,3121.686613973831,2683.9678675614887,-437.71874641234217,590.0,655.0,65.0,104.0,119.0,15.0,60.0,60.0,0.0,6.0,6.0,0.0
27182864,T6,12,5,6,45,45,True,323.4738845,323.4738845,0.0,0.0,0.0,0,0,0,0,3121.686613973831,3121.686613973831,0.0,590.0,590.0,0.0,104.0,104.0,0.0,60.0,60.0,0.0,6.0,6.0,0.0
27182865,T2,13,5,7,5,20,True,293.7960568461539,259.6340188461538,-34.16203800000005,-444.1064940000001,-2190.5324722574114,-1,-1,0,0,2949.3487390551977,2511.2422446037162,-438.10649445148147,675.0,670.0,-5.0,124.0,123.0,-1.0,65.0,65.0,0.0,6.0,6.0,0.0
27182865,T4,13,5,7,5,20,True,293.7960568461539,259.6340188461538,-34.16203800000005,-444.1064940000001,-2190.5324722574114,-1,-1,0,0,2949.3487390551977,2511.2422446037162,-438.10649445148147,675.0,670.0,-5.0,124.0,123.0,-1.0,65.0,65.0,0.0,6.0,6.0,0.0
27182865,T6,13,5,6,5,5,True,293.7960568461539,293.7960568461539,0.0,0.0,0.0,0,0,0,0,2949.3487390551977,2949.3487390551977,0.0,675.0,675.0,0.0,124.0,124.0,0.0,65.0,65.0,0.0,6.0,6.0,0.0
27182866,T2,14,5,7,30,25,True,259.0926739285714,276.6499277857143,17.557253857142882,245.80155400000012,599.0077686733475,21,24,-1,-1,2951.2974350247523,3071.098988759424,119.80155373467187,515.0,620.0,105.0,88.0,112.0,24.0,70.0,70.0,0.0,3.0,0.0,-3.0
27182866,T4,14,5,7,30,25,True,259.0926739285714,276.6499277857143,17.557253857142882,245.80155400000012,599.0077686733475,21,24,-1,-1,2951.2974350247523,3071.098988759424,119.80155373467187,515.0,620.0,105.0,88.0,112.0,24.0,70.0,70.0,0.0,3.0,0.0,-3.0
27182866,T6,14,5,6,30,30,True,259.0926739285714,259.0926739285714,0.0,0.0,0.0,0,0,0,0,2951.2974350247523,2951.2974350247523,0.0,515.0,515.0,0.0,88.0,88.0,0.0,70.0,70.0,0.0,3.0,3.0,0.0
27182867,T2,15,7,7,15,40,True,237.8156164,246.27361546666668,8.457999066666673,126.86998600000015,464.3499336729201,6,4,0,0,2709.2342455286916,2802.104232263276,92.86998673458447,660.0,690.0,30.0,123.0,127.0,4.0,75.0,75.0,0.0,0.0,0.0,0.0
27182867,T4,15,7,7,15,40,True,237.8156164,246.27361546666668,8.457999066666673,126.86998600000015,464.3499336729201,6,4,0,0,2709.2342455286916,2802.104232263276,92.86998673458447,660.0,690.0,30.0,123.0,127.0,4.0,75.0,75.0,0.0,0.0,0.0,0.0
27182867,T6,15,7,7,15,40,True,237.8156164,246.27361546666668,8.457999066666673,126.86998600000015,464.3499336729201,6,4,0,0,2709.2342455286916,2802.104232263276,92.86998673458447,660.0,690.0,30.0,123.0,127.0,4.0,75.0,75.0,0.0,0.0,0.0,0.0
27182868,T2,16,6,7,0,0,True,241.4132118125,242.423391875,1.010180062499984,16.162880999999743,335.8144012626253,-10,2,-1,-1,3088.6113892581493,3155.774269510672,67.16288025252288,595.0,545.0,-50.0,96.0,98.0,2.0,80.0,80.0,0.0,3.0,0.0,-3.0
27182868,T4,16,6,7,0,0,True,241.4132118125,242.423391875,1.010180062499984,16.162880999999743,335.8144012626253,-10,2,-1,-1,3088.6113892581493,3155.774269510672,67.16288025252288,595.0,545.0,-50.0,96.0,98.0,2.0,80.0,80.0,0.0,3.0,0.0,-3.0
27182868,T6,16,6,7,0,0,True,241.4132118125,242.423391875,1.010180062499984,16.162880999999743,335.8144012626253,-10,2,-1,-1,3088.6113892581493,3155.774269510672,67.16288025252288,595.0,545.0,-50.0,96.0,98.0,2.0,80.0,80.0,0.0,3.0,0.0,-3.0
27182869,T2,10,4,7,5,50,True,326.6299008,341.3186535,14.688752700000009,146.88752699999986,49.4376351199644,24,17,0,0,2533.299008386553,2543.186535410545,9.887527023991879,575.0,695.0,120.0,108.0,125.0,17.0,50.0,50.0,0.0,0.0,0.0,0.0
27182869,T4,10,4,7,5,50,True,326.6299008,341.3186535,14.688752700000009,146.88752699999986,49.4376351199644,24,17,0,0,2533.299008386553,2543.186535410545,9.887527023991879,575.0,695.0,120.0,108.0,125.0,17.0,50.0,50.0,0.0,0.0,0.0,0.0
27182869,T6,10,4,6,5,5,True,326.6299008,326.6299008,0.0,0.0,0.0,0,0,0,0,2533.299008386553,2533.299008386553,0.0,575.0,575.0,0.0,108.0,108.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0
27182870,T2,11,8,7,10,25,True,262.6890721818182,265.4791811818182,2.7901090000000295,30.69119899999987,-171.54400676679325,11,10,0,0,2114.579794289407,2080.2709929360485,-34.308801353358376,605.0,660.0,55.0,112.0,122.0,10.0,55.0,55.0,0.0,3.0,3.0,0.0
27182870,T4,11,8,7,10,25,True,262.6890721818182,265.4791811818182,2.7901090000000295,30.69119899999987,-171.54400676679325,11,10,0,0,2114.579794289407,2080.2709929360485,-34.308801353358376,605.0,660.0,55.0,112.0,122.0,10.0,55.0,55.0,0.0,3.0,3.0,0.0
27182870,T6,11,8,7,10,25,True,262.6890721818182,265.4791811818182,2.7901090000000295,30.69119899999987,-171.54400676679325,11,10,0,0,2114.579794289407,2080.2709929360485,-34.308801353358376,605.0,660.0,55.0,112.0,122.0,10.0,55.0,55.0,0.0,3.0,3.0,0.0
27182871,T2,12,3,7,40,10,True,280.9712346666667,296.0241633333333,15.052928666666617,180.63514399999985,778.175717404476,4,2,1,1,2567.6548164189044,2723.2899598997997,155.6351434808953,630.0,650.0,20.0,114.0,116.0,2.0,60.0,60.0,0.0,0.0,3.0,3.0
27182871,T4,12,3,6,40,40,True,280.9712346666667,280.9712346666667,0.0,0.0,0.0,0,0,0,0,2567.6548164189044,2567.6548164189044,0.0,630.0,630.0,0.0,114.0,114.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0
27182871,T6,12,3,6,40,40,True,280.9712346666667,280.9712346666667,0.0,0.0,0.0,0,0,0,0,2567.6548164189044,2567.6548164189044,0.0,630.0,630.0,0.0,114.0,114.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0
27182872,T2,13,8,7,40,35,True,241.2093086153846,238.50245353846154,-2.7068550769230626,-35.18911600000001,-435.9455774638336,9,7,0,0,2368.721011616963,2281.5318961241965,-87.18911549276663,590.0,635.0,45.0,106.0,113.0,7.0,65.0,65.0,0.0,6.0,6.0,0.0
27182872,T4,13,8,7,40,35,True,241.2093086153846,238.50245353846154,-2.7068550769230626,-35.18911600000001,-435.9455774638336,9,7,0,0,2368.721011616963,2281.5318961241965,-87.18911549276663,590.0,635.0,45.0,106.0,113.0,7.0,65.0,65.0,0.0,6.0,6.0,0.0
27182872,T6,13,8,7,40,35,True,241.2093086153846,238.50245353846154,-2.7068550769230626,-35.18911600000001,-435.9455774638336,9,7,0,0,2368.721011616963,2281.5318961241965,-87.18911549276663,590.0,635.0,45.0,106.0,113.0,7.0,65.0,65.0,0.0,6.0,6.0,0.0
27182873,T2,14,8,7,5,20,True,251.78239607142856,237.53069985714288,-14.251696214285687,-199.52374699999973,-1187.6187340218203,6,14,-2,-2,2755.9535450467824,2518.4297982424205,-237.52374680436196,595.0,625.0,30.0,98.0,112.0,14.0,70.0,70.0,0.0,6.0,0.0,-6.0
27182873,T4,14,8,7,5,20,True,251.78239607142856,237.53069985714288,-14.251696214285687,-199.52374699999973,-1187.6187340218203,6,14,-2,-2,2755.9535450467824,2518.4297982424205,-237.52374680436196,595.0,625.0,30.0,98.0,112.0,14.0,70.0,70.0,0.0,6.0,0.0,-6.0
27182873,T6,14,8,7,5,20,True,251.78239607142856,237.53069985714288,-14.251696214285687,-199.52374699999973,-1187.6187340218203,6,14,-2,-2,2755.9535450467824,2518.4297982424205,-237.52374680436196,595.0,625.0,30.0,98.0,112.0,14.0,70.0,70.0,0.0,6.0,0.0,-6.0
27182874,T2,15,4,7,40,10,True,253.1420672666667,277.5310662666667,24.388999000000013,365.83498499999996,1524.1749215570362,8,12,3,3,3037.1310092566387,3341.9659935680447,304.83498431140606,585.0,625.0,40.0,100.0,112.0,12.0,75.0,75.0,0.0,0.0,9.0,9.0
27182874,T4,15,4,7,40,10,True,253.1420672666667,277.5310662666667,24.388999000000013,365.83498499999996,1524.1749215570362,8,12,3,3,3037.1310092566387,3341.9659935680447,304.83498431140606,585.0,625.0,40.0,100.0,112.0,12.0,75.0,75.0,0.0,0.0,9.0,9.0
27182874,T6,15,4,6,40,40,True,253.1420672666667,253.1420672666667,0.0,0.0,0.0,0,0,0,0,3037.1310092566387,3037.1310092566387,0.0,585.0,585.0,0.0,100.0,100.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0
27182875,T2,16,9,7,15,15,True,220.74237825,201.9603623125,-18.782015937500006,-300.5122550000001,-2182.5612763867684,25,20,-3,-3,2917.8780522173142,2481.3657969399633,-436.51225527735096,445.0,570.0,125.0,80.0,100.0,20.0,80.0,80.0,0.0,9.0,0.0,-9.0
27182875,T4,16,9,7,15,15,True,220.74237825,201.9603623125,-18.782015937500006,-300.5122550000001,-2182.5612763867684,25,20,-3,-3,2917.8780522173142,2481.3657969399633,-436.51225527735096,445.0,570.0,125.0,80.0,100.0,20.0,80.0,80.0,0.0,9.0,0.0,-9.0
27182875,T6,16,9,7,15,15,True,220.74237825,201.9603623125,-18.782015937500006,-300.5122550000001,-2182.5612763867684,25,20,-3,-3,2917.8780522173142,2481.3657969399633,-436.51225527735096,445.0,570.0,125.0,80.0,100.0,20.0,80.0,80.0,0.0,9.0,0.0,-9.0
27182876,T2,10,5,7,5,5,True,319.26880270000004,334.2182254,14.949422699999957,149.49422699999968,122.47113376051311,19,18,4,4,2427.688027146262,2452.182253898364,24.494226752101895,605.0,700.0,95.0,110.0,128.0,18.0,50.0,50.0,0.0,0.0,12.0,12.0
27182876,T4,10,5,7,5,5,True,319.26880270000004,334.2182254,14.949422699999957,149.49422699999968,122.47113376051311,19,18,4,4,2427.688027146262,2452.182253898364,24.494226752101895,605.0,700.0,95.0,110.0,128.0,18.0,50.0,50.0,0.0,0.0,12.0,12.0
27182876,T6,10,5,6,5,5,True,319.26880270000004,319.26880270000004,0.0,0.0,0.0,0,0,0,0,2427.688027146262,2427.688027146262,0.0,605.0,605.0,0.0,110.0,110.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0
27182877,T2,11,5,7,35,15,True,315.6266984545454,352.86266627272727,37.23596781818185,409.5956460000002,1652.9782279391256,13,11,1,1,2662.8936834610486,2993.489329048875,330.5956455878263,635.0,700.0,65.0,116.0,127.0,11.0,55.0,55.0,0.0,3.0,6.0,3.0
27182877,T4,11,5,7,35,15,True,315.6266984545454,352.86266627272727,37.23596781818185,409.5956460000002,1652.9782279391256,13,11,1,1,2662.8936834610486,2993.489329048875,330.5956455878263,635.0,700.0,65.0,116.0,127.0,11.0,55.0,55.0,0.0,3.0,6.0,3.0
27182877,T6,11,5,6,35,35,True,315.6266984545454,315.6266984545454,0.0,0.0,0.0,0,0,0,0,2662.8936834610486,2662.8936834610486,0.0,635.0,635.0,0.0,116.0,116.0,0.0,55.0,55.0,0.0,3.0,3.0,0.0
27182878,T2,12,5,7,15,5,True,344.37258775000004,297.53715625,-46.83543150000003,-562.0251780000003,-3015.1258909352327,7,3,1,1,3390.4710529371914,2787.4458747501444,-603.025178187047,570.0,605.0,35.0,109.0,112.0,3.0,60.0,60.0,0.0,3.0,6.0,3.0
27182878,T4,12,5,7,15,5,True,344.37258775000004,297.53715625,-46.83543150000003,-562.0251780000003,-3015.1258909352327,7,3,1,1,3390.4710529371914,2787.4458747501444,-603.025178187047,570.0,605.0,35.0,109.0,112.0,3.0,60.0,60.0,0.0,3.0,6.0,3.0
27182878,T6,12,5,6,15,15,True,344.37258775000004,344.37258775000004,0.0,0.0,0.0,0,0,0,0,3390.4710529371914,3390.4710529371914,0.0,570.0,570.0,0.0,109.0,109.0,0.0,60.0,60.0,0.0,3.0,3.0,0.0
27182879,T2,13,6,7,35,40,True,268.24391976923073,275.94514207692305,7.701222307692319,100.11589000000004,-79.42055105652253,19,21,0,0,2730.170956787778,2714.286846576473,-15.884110211304687,590.0,685.0,95.0,99.0,120.0,21.0,65.0,65.0,0.0,3.0,3.0,0.0
27182879,T4,13,6,7,35,40,True,268.24391976923073,275.94514207692305,7.701222307692319,100.11589000000004,-79.42055105652253,19,21,0,0,2730.170956787778,2714.286846576473,-15.884110211304687,590.0,685.0,95.0,99.0,120.0,21.0,65.0,65.0,0.0,3.0,3.0,0.0
27182879,T6,13,6,7,35,40,True,268.24391976923073,275.94514207692305,7.701222307692319,100.11589000000004,-79.42055105652253,19,21,0,0,2730.170956787778,2714.286846576473,-15.884110211304687,590.0,685.0,95.0,99.0,120.0,21.0,65.0,65.0,0.0,3.0,3.0,0.0
27182880,T2,14,6,7,55,15,True,254.3956212142857,269.4696237142857,15.074002500000006,211.03603500000008,1080.1801771813261,1,11,-7,-7,2762.538696610404,2978.5747320466694,216.0360354362656,600.0,605.0,5.0,105.0,116.0,11.0,70.0,70.0,0.0,24.0,3.0,-21.0
27182880,T4,14,6,7,55,15,True,254.3956212142857,269.4696237142857,15.074002500000006,211.03603500000008,1080.1801771813261,1,11,-7,-7,2762.538696610404,2978.5747320466694,216.0360354362656,600.0,605.0,5.0,105.0,116.0,11.0,70.0,70.0,0.0,24.0,3.0,-21.0
27182880,T6,14,6,7,55,15,True,254.3956212142857,269.4696237142857,15.074002500000006,211.03603500000008,1080.1801771813261,1,11,-7,-7,2762.538696610404,2978.5747320466694,216.0360354362656,600.0,605.0,5.0,105.0,116.0,11.0,70.0,70.0,0.0,24.0,3.0,-21.0
27182881,T2,15,9,7,10,45,True,223.2222096,205.92860280000002,-17.293606799999992,-259.40410199999997,-1852.0205053410627,20,20,-3,-3,2614.3331435404803,2243.9290424722662,-370.404101068214,550.0,650.0,100.0,100.0,120.0,20.0,75.0,75.0,0.0,9.0,0.0,-9.0
27182881,T4,15,9,7,10,45,True,223.2222096,205.92860280000002,-17.293606799999992,-259.40410199999997,-1852.0205053410627,20,20,-3,-3,2614.3331435404803,2243.9290424722662,-370.404101068214,550.0,650.0,100.0,100.0,120.0,20.0,75.0,75.0,0.0,9.0,0.0,-9.0
27182881,T6,15,9,7,10,45,True,223.2222096,205.92860280000002,-17.293606799999992,-259.40410199999997,-1852.0205053410627,20,20,-3,-3,2614.3331435404803,2243.9290424722662,-370.404101068214,550.0,650.0,100.0,100.0,120.0,20.0,75.0,75.0,0.0,9.0,0.0,-9.0
27182882,T2,16,6,7,5,0,True,228.086247625,232.6342748125,4.548027187499997,72.76843499999995,38.84217641284522,9,8,4,4,2918.3799617576833,2926.1483970402505,7.768435282567225,545.0,590.0,45.0,100.0,108.0,8.0,80.0,80.0,0.0,6.0,18.0,12.0
27182882,T4,16,6,7,5,0,True,228.086247625,232.6342748125,4.548027187499997,72.76843499999995,38.84217641284522,9,8,4,4,2918.3799617576833,2926.1483970402505,7.768435282567225,545.0,590.0,45.0,100.0,108.0,8.0,80.0,80.0,0.0,6.0,18.0,12.0
27182882,T6,16,6,7,5,0,True,228.086247625,232.6342748125,4.548027187499997,72.76843499999995,38.84217641284522,9,8,4,4,2918.3799617576833,2926.1483970402505,7.768435282567225,545.0,590.0,45.0,100.0,108.0,8.0,80.0,80.0,0.0,6.0,18.0,12.0
27182883,T2,10,8,7,40,15,True,292.6027785,289.59402220000004,-3.008756299999959,-30.087563000000046,-510.4378138039665,13,7,0,0,2206.0277851514593,2103.9402223906663,-102.08756276079293,565.0,630.0,65.0,105.0,112.0,7.0,50.0,50.0,0.0,0.0,0.0,0.0
27182883,T4,10,8,7,40,15,True,292.6027785,289.59402220000004,-3.008756299999959,-30.087563000000046,-510.4378138039665,13,7,0,0,2206.0277851514593,2103.9402223906663,-102.08756276079293,565.0,630.0,65.0,105.0,112.0,7.0,50.0,50.0,0.0,0.0,0.0,0.0
27182883,T6,10,8,7,40,15,True,292.6027785,289.59402220000004,-3.008756299999959,-30.087563000000046,-510.4378138039665,13,7,0,0,2206.0277851514593,2103.9402223906663,-102.08756276079293,565.0,630.0,65.0,105.0,112.0,7.0,50.0,50.0,0.0,0.0,0.0,0.0
27182884,T2,11,4,7,45,50,True,314.1229622727273,305.92517609090913,-8.197786181818174,-90.17564799999991,-980.8782405523125,19,20,-3,-3,2717.3525852536045,2521.176937143141,-196.1756481104635,565.0,660.0,95.0,106.0,126.0,20.0,55.0,55.0,0.0,12.0,3.0,-9.0
27182884,T4,11,4,7,45,50,True,314.1229622727273,305.92517609090913,-8.197786181818174,-90.17564799999991,-980.8782405523125,19,20,-3,-3,2717.3525852536045,2521.176937143141,-196.1756481104635,565.0,660.0,95.0,106.0,126.0,20.0,55.0,55.0,0.0,12.0,3.0,-9.0
27182884,T6,11,4,6,45,45,True,314.1229622727273,314.1229622727273,0.0,0.0,0.0,0,0,0,0,2717.3525852536045,2717.3525852536045,0.0,565.0,565.0,0.0,106.0,106.0,0.0,55.0,55.0,0.0,12.0,12.0,0.0
27182885,T2,12,5,7,35,40,True,277.64484608333333,321.50832833333334,43.863482250000004,526.3617870000003,2066.8089362030187,16,18,5,5,2587.7381525144224,3001.0999397550263,413.3617872406039,580.0,660.0,80.0,104.0,122.0,18.0,60.0,60.0,0.0,0.0,15.0,15.0
27182885,T4,12,5,7,35,40,True,277.64484608333333,321.50832833333334,43.863482250000004,526.3617870000003,2066.8089362030187,16,18,5,5,2587.7381525144224,3001.0999397550263,413.3617872406039,580.0,660.0,80.0,104.0,122.0,18.0,60.0,60.0,0.0,0.0,15.0,15.0
27182885,T6,12,5,6,35,35,True,277.64484608333333,277.64484608333333,0.0,0.0,0.0,0,0,0,0,2587.7381525144224,2587.7381525144224,0.0,580.0,580.0,0.0,104.0,104.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0
27182886,T2,13,5,7,25,30,True,272.34380699999997,297.9364655384615,25.592658538461535,332.704561,1318.522806857387,10,10,3,3,2773.469490607795,3037.1740519792706,263.70456137147585,590.0,640.0,50.0,106.0,116.0,10.0,65.0,65.0,0.0,6.0,15.0,9.0
27182886,T4,13,5,7,25,30,True,272.34380699999997,297.9364655384615,25.592658538461535,332.704561,1318.522806857387,10,10,3,3,2773.469490607795,3037.1740519792706,263.70456137147585,590.0,640.0,50.0,106.0,116.0,10.0,65.0,65.0,0.0,6.0,15.0,9.0
27182886,T6,13,5,6,25,25,True,272.34380699999997,272.34380699999997,0.0,0.0,0.0,0,0,0,0,2773.469490607795,2773.469490607795,0.0,590.0,590.0,0.0,106.0,106.0,0.0,65.0,65.0,0.0,6.0,6.0,0.0
27182887,T2,14,6,7,20,25,True,283.0903137857143,257.7516925,-25.338621285714282,-354.74069800000007,-2553.703489118834,26,23,1,1,3292.26439279407,2781.523694970302,-510.74069782376773,510.0,640.0,130.0,91.0,114.0,23.0,70.0,70.0,0.0,0.0,3.0,3.0
27182887,T4,14,6,7,20,25,True,283.0903137857143,257.7516925,-25.338621285714282,-354.74069800000007,-2553.703489118834,26,23,1,1,3292.26439279407,2781.523694970302,-510.74069782376773,510.0,640.0,130.0,91.0,114.0,23.0,70.0,70.0,0.0,0.0,3.0,3.0
27182887,T6,14,6,7,20,25,True,283.0903137857143,257.7516925,-25.338621285714282,-354.74069800000007,-2553.703489118834,26,23,1,1,3292.26439279407,2781.523694970302,-510.74069782376773,510.0,640.0,130.0,91.0,114.0,23.0,70.0,70.0,0.0,0.0,3.0,3.0
27182888,T2,15,9,7,0,20,True,251.4329536666667,255.01541033333334,3.582456666666644,53.73684999999978,-16.31574784735494,9,9,1,1,3048.494304595748,3045.231155026278,-3.263149569469988,550.0,595.0,45.0,95.0,104.0,9.0,75.0,75.0,0.0,3.0,6.0,3.0
27182888,T4,15,9,7,0,20,True,251.4329536666667,255.01541033333334,3.582456666666644,53.73684999999978,-16.31574784735494,9,9,1,1,3048.494304595748,3045.231155026278,-3.263149569469988,550.0,595.0,45.0,95.0,104.0,9.0,75.0,75.0,0.0,3.0,6.0,3.0
27182888,T6,15,9,7,0,20,True,251.4329536666667,255.01541033333334,3.582456666666644,53.73684999999978,-16.31574784735494,9,9,1,1,3048.494304595748,3045.231155026278,-3.263149569469988,550.0,595.0,45.0,95.0,104.0,9.0,75.0,75.0,0.0,3.0,6.0,3.0
27182889,T2,16,4,7,35,20,True,224.7177503125,211.1947339375,-13.523016374999997,-216.36826199999996,-1021.8413098775563,-1,-4,-1,-1,2760.484004672123,2556.115742696611,-204.3682619755118,640.0,635.0,-5.0,112.0,108.0,-4.0,80.0,80.0,0.0,3.0,0.0,-3.0
27182889,T4,16,4,7,35,20,True,224.7177503125,211.1947339375,-13.523016374999997,-216.36826199999996,-1021.8413098775563,-1,-4,-1,-1,2760.484004672123,2556.115742696611,-204.3682619755118,640.0,635.0,-5.0,112.0,108.0,-4.0,80.0,80.0,0.0,3.0,0.0,-3.0
27182889,T6,16,4,6,35,35,True,224.7177503125,224.7177503125,0.0,0.0,0.0,0,0,0,0,2760.484004672123,2760.484004672123,0.0,640.0,640.0,0.0,112.0,112.0,0.0,80.0,80.0,0.0,3.0,3.0,0.0
27182890,T2,10,5,7,45,15,True,337.2234844,303.8318135,-33.39167090000001,-333.9167090000001,-2584.5835455659344,32,26,-1,-1,2693.2348436513876,2176.3181345382,-516.9167091131876,525.0,685.0,160.0,101.0,127.0,26.0,50.0,50.0,0.0,3.0,0.0,-3.0
27182890,T4,10,5,7,45,15,True,337.2234844,303.8318135,-33.39167090000001,-333.9167090000001,-2584.5835455659344,32,26,-1,-1,2693.2348436513876,2176.3181345382,-516.9167091131876,525.0,685.0,160.0,101.0,127.0,26.0,50.0,50.0,0.0,3.0,0.0,-3.0
27182890,T6,10,5,6,45,45,True,337.2234844,337.2234844,0.0,0.0,0.0,0,0,0,0,2693.2348436513876,2693.2348436513876,0.0,525.0,525.0,0.0,101.0,101.0,0.0,50.0,50.0,0.0,3.0,3.0,0.0
27182891,T2,11,1,6,45,45,True,345.7918191818182,345.7918191818182,0.0,0.0,0.0,0,0,0,0,3063.710010692957,3063.710010692957,0.0,575.0,575.0,0.0,110.0,110.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0
27182891,T4,11,1,6,45,45,True,345.7918191818182,345.7918191818182,0.0,0.0,0.0,0,0,0,0,3063.710010692957,3063.710010692957,0.0,575.0,575.0,0.0,110.0,110.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0
27182891,T6,11,1,6,45,45,True,345.7918191818182,345.7918191818182,0.0,0.0,0.0,0,0,0,0,3063.710010692957,3063.710010692957,0.0,575.0,575.0,0.0,110.0,110.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0
27182892,T2,12,9,7,45,45,True,229.59118908333335,239.87060891666667,10.279419833333321,123.35303799999974,171.76518907040554,15,17,-1,-1,2025.094269283909,2059.44730709799,34.353037814080835,560.0,635.0,75.0,104.0,121.0,17.0,60.0,60.0,0.0,6.0,3.0,-3.0
27182892,T4,12,9,7,45,45,True,229.59118908333335,239.87060891666667,10.279419833333321,123.35303799999974,171.76518907040554,15,17,-1,-1,2025.094269283909,2059.44730709799,34.353037814080835,560.0,635.0,75.0,104.0,121.0,17.0,60.0,60.0,0.0,6.0,3.0,-3.0
27182892,T6,12,9,7,45,45,True,229.59118908333335,239.87060891666667,10.279419833333321,123.35303799999974,171.76518907040554,15,17,-1,-1,2025.094269283909,2059.44730709799,34.353037814080835,560.0,635.0,75.0,104.0,121.0,17.0,60.0,60.0,0.0,6.0,3.0,-3.0
27182893,T2,13,5,7,55,5,True,282.16986323076924,306.0045759230769,23.834712692307676,309.8512649999998,1194.2563234263525,16,18,-9,-9,2845.2082220784596,3084.0594867637315,238.85126468527187,610.0,690.0,80.0,112.0,130.0,18.0,65.0,65.0,0.0,36.0,9.0,-27.0
27182893,T4,13,5,7,55,5,True,282.16986323076924,306.0045759230769,23.834712692307676,309.8512649999998,1194.2563234263525,16,18,-9,-9,2845.2082220784596,3084.0594867637315,238.85126468527187,610.0,690.0,80.0,112.0,130.0,18.0,65.0,65.0,0.0,36.0,9.0,-27.0
27182893,T6,13,5,6,55,55,True,282.16986323076924,282.16986323076924,0.0,0.0,0.0,0,0,0,0,2845.2082220784596,2845.2082220784596,0.0,610.0,610.0,0.0,112.0,112.0,0.0,65.0,65.0,0.0,36.0,36.0,0.0
27182894,T2,14,9,7,40,35,True,229.4971287142857,234.27240071428574,4.7752720000000295,66.8538080000003,14.269037797404962,10,14,0,0,2505.9598020606136,2508.8136096200933,2.853807559479719,545.0,595.0,50.0,92.0,106.0,14.0,70.0,70.0,0.0,0.0,0.0,0.0
27182894,T4,14,9,7,40,35,True,229.4971287142857,234.27240071428574,4.7752720000000295,66.8538080000003,14.269037797404962,10,14,0,0,2505.9598020606136,2508.8136096200933,2.853807559479719,545.0,595.0,50.0,92.0,106.0,14.0,70.0,70.0,0.0,0.0,0.0,0.0
27182894,T6,14,9,7,40,35,True,229.4971287142857,234.27240071428574,4.7752720000000295,66.8538080000003,14.269037797404962,10,14,0,0,2505.9598020606136,2508.8136096200933,2.853807559479719,545.0,595.0,50.0,92.0,106.0,14.0,70.0,70.0,0.0,0.0,0.0,0.0
27182895,T2,15,7,7,45,15,True,227.13862346666667,218.1512968,-8.987326666666661,-134.8099000000002,-1514.049496956457,27,27,2,2,2698.0793517505267,2395.2694523592354,-302.8098993912913,535.0,670.0,135.0,99.0,126.0,27.0,75.0,75.0,0.0,0.0,6.0,6.0
27182895,T4,15,7,7,45,15,True,227.13862346666667,218.1512968,-8.987326666666661,-134.8099000000002,-1514.049496956457,27,27,2,2,2698.0793517505267,2395.2694523592354,-302.8098993912913,535.0,670.0,135.0,99.0,126.0,27.0,75.0,75.0,0.0,0.0,6.0,6.0
27182895,T6,15,7,7,45,15,True,227.13862346666667,218.1512968,-8.987326666666661,-134.8099000000002,-1514.049496956457,27,27,2,2,2698.0793517505267,2395.2694523592354,-302.8098993912913,535.0,670.0,135.0,99.0,126.0,27.0,75.0,75.0,0.0,0.0,6.0,6.0
27182896,T2,16,7,7,5,35,True,231.8621869375,250.0376956875,18.175508749999977,290.80813999999964,614.0407013839103,29,26,-1,-1,3076.794990802351,3199.6031310791327,122.80814027678161,465.0,610.0,145.0,82.0,108.0,26.0,80.0,80.0,0.0,6.0,3.0,-3.0
27182896,T4,16,7,7,5,35,True,231.8621869375,250.0376956875,18.175508749999977,290.80813999999964,614.0407013839103,29,26,-1,-1,3076.794990802351,3199.6031310791327,122.80814027678161,465.0,610.0,145.0,82.0,108.0,26.0,80.0,80.0,0.0,6.0,3.0,-3.0
