dimension,value,strategy,runs,sources,all_cleared,qualified,failed_runs,performance_population,performance_runs,weighted_time_per_source_s,mean_time_per_source_s,median,P90,P95,P99,max,CVaR95,tail_count,mean_movement_m,mean_measurements,mean_switches,mean_clear_failures
rotation,45,T4,22,265,True,True,0,qualified_runs_only,22,273.3569863320755,278.36634179924357,277.7888508,339.63870111272723,340.95246444681817,344.7899008906364,345.7918191818182,343.4062994409091,2,12309.000313464181,129.63636363636363,118.27272727272727,1.4090909090909092
rotation,50,T4,13,168,True,True,0,qualified_runs_only,13,267.05476704166665,273.02634438052075,266.4482116153846,336.46395464333335,340.51128132,341.157179064,341.3186535,341.3186535,1,13091.23110148416,129.07692307692307,118.3076923076923,1.5384615384615385
rotation,55,T4,2,23,True,True,0,qualified_runs_only,2,303.2325639565217,304.52360003461536,304.52360003461536,312.4419546469231,313.43174897346154,314.2235844346923,314.4215433,314.4215433,1,13443.372427411523,124.5,114,1.5
rotation,0,T6,14,184,True,True,0,qualified_runs_only,14,258.1914764402174,262.2292996219985,257.72471883636365,298.08821969727273,318.6584554681818,344.5998622936363,351.085214,351.085214,1,13060.08273798362,120.28571428571429,109.5,1.5714285714285714
rotation,5,T6,13,164,True,True,0,qualified_runs_only,13,272.27715471951217,276.4048521918072,285.8557631818182,325.15768118,327.47131348,328.481008696,328.7334325,328.7334325,1,13092.482066552413,126.92307692307692,115,1.2307692307692308
rotation,10,T6,18,230,True,True,0,qualified_runs_only,18,275.09684862608697,282.81930538404214,283.19314680681816,344.3757340454546,359.587024855,364.693311931,365.96988369999997,365.96988369999997,1,13580.631995623744,123.5,112.61111111111111,1.6666666666666667
rotation,15,T6,20,266,True,True,0,qualified_runs_only,20,255.534901462406,258.7646406192281,260.0015053076923,289.7689531728572,293.9947947196429,334.2970291439285,344.37258775000004,344.37258775000004,1,13056.820947412602,121.25,109.85,1.55
rotation,20,T6,22,294,True,True,0,qualified_runs_only,22,260.6302432040816,264.14336194018045,261.1876084230769,303.11238917902097,306.5752358912587,316.4979238565454,319.0925388,312.9148841727273,2,13509.384432424315,120.18181818181819,108.72727272727273,1.5454545454545454
rotation,25,T6,14,174,True,True,0,qualified_runs_only,14,274.13593068390804,276.8219145791732,270.11083937499995,326.2579422727273,328.2401069068182,328.4356745813636,328.48456649999997,328.48456649999997,1,13027.375692125974,124.5,113.57142857142857,1.1428571428571428
rotation,30,T6,14,190,True,True,0,qualified_runs_only,14,247.31676355789475,251.47681826067176,244.5930663166667,299.3107027,304.8450805909091,311.66122215454544,313.36525754545454,313.36525754545454,1,12917.20895639845,118.42857142857143,105.71428571428571,2.4285714285714284
rotation,35,T6,25,332,True,True,0,qualified_runs_only,25,248.6230447319277,253.8196290578896,246.9328682,314.46416947272724,320.4087848909091,322.7266149090909,323.0810280909091,322.3426672954546,2,12587.570169967725,121.08,108.68,1.24
rotation,40,T6,25,330,True,True,0,qualified_runs_only,25,258.8174436515152,261.0417744329149,254.9652588,292.1915949090909,299.54150412467527,312.6119681668571,316.1857394,308.7403826642857,2,13112.551281093496,122.92,110.04,1.08
rotation,45,T6,21,251,True,True,0,qualified_runs_only,21,278.09685193227097,283.7323412951878,294.73800489999996,337.2234844,345.7918191818182,352.5335572763637,354.2189918,350.0054054909091,2,12600.311865767106,124.9047619047619,114.42857142857143,1.7142857142857142
rotation,50,T6,10,135,True,True,0,qualified_runs_only,10,256.5985451333333,261.8472452626694,253.11118842142855,324.18217969499995,332.0776064475,338.3939478495,339.97303320000003,339.97303320000003,1,13228.901796364478,126.3,115.4,1.3
rotation,55,T6,4,48,True,True,0,qualified_runs_only,4,300.98454960416666,302.06887390833333,304.52360003461536,316.2673656233333,316.6628989783333,316.97932566233334,317.0584323333333,317.0584323333333,1,14071.572975697007,122.5,113,4
