dimension,value,strategy,pairs,qualified_pairs,win_rate,tie_rate,median_delta_s_per_source,P95_delta_s_per_source,worst_delta_s_per_source,worst_seed,mean_delta_movement_m,mean_delta_measurements,mean_delta_switches,mean_delta_clear_failures,E11_runs,E11_sources,E11_all_cleared,E11_qualified,E11_failed_runs,E11_performance_population,E11_performance_runs,E11_weighted_time_per_source_s,E11_mean_time_per_source_s,E11_median,E11_P90,E11_P95,E11_P99,E11_max,E11_CVaR95,E11_tail_count,E11_mean_movement_m,E11_mean_measurements,E11_mean_switches,E11_mean_clear_failures,E12_runs,E12_sources,E12_all_cleared,E12_qualified,E12_failed_runs,E12_performance_population,E12_performance_runs,E12_weighted_time_per_source_s,E12_mean_time_per_source_s,E12_median,E12_P90,E12_P95,E12_P99,E12_max,E12_CVaR95,E12_tail_count,E12_mean_movement_m,E12_mean_measurements,E12_mean_switches,E12_mean_clear_failures
rotation,10,T4,19,19,0.42105263157894735,0.10526315789473684,0.0,24.51436140833334,25.64262308333332,27182969,-305.995390266026,10.210526315789474,8.842105263157896,-0.21052631578947367,19,252,True,True,0,qualified_runs_only,19,267.53991289285716,271.94486280514747,271.09214576923074,310.46575449650345,341.1024003427272,360.9963870285454,365.96988369999997,365.96988369999997,1,13900.015276865193,117.89473684210526,107.42105263157895,1.736842105263158,19,252,True,True,0,qualified_runs_only,19,267.3939506706349,272.3945305176339,277.5310662666667,316.4508685272727,341.1024003427272,360.9963870285454,365.96988369999997,365.96988369999997,1,13594.019886599166,128.10526315789474,116.26315789473684,1.5263157894736843
rotation,15,T4,20,20,0.75,0.0,-9.737058500000003,34.12393247662338,37.23596781818185,27182877,-677.5558830617741,10.85,10.1,0,20,265,True,True,0,qualified_runs_only,20,263.51577999622646,268.77984124669956,266.5778068104396,322.1803556818182,324.9872710472727,334.77624172945457,337.2234844,337.2234844,1,13723.170424540827,114.75,102.75,1.4,20,265,True,True,0,qualified_runs_only,20,258.1451251584906,263.38976535448944,260.0015053076923,310.85064210727273,316.91390962363636,345.672914942909,352.86266627272727,352.86266627272727,1,13045.614541479054,125.6,112.85,1.4
rotation,20,T4,22,22,0.5454545454545454,0.09090909090909091,-2.7104799062500007,20.997221046874976,27.919336615384594,27182823,-548.4523097577558,6.954545454545454,6.136363636363637,0,22,291,True,True,0,qualified_runs_only,22,261.4382706082474,265.98186853339047,263.24019250000003,299.47579002272727,318.12029604181816,322.2434453398182,323.0810280909091,321.08678344545456,2,13462.16744247998,117.81818181818181,106.77272727272727,1.2272727272727273,22,291,True,True,0,qualified_runs_only,22,256.2383044089347,260.5344171452197,255.1192533809524,300.70720029999995,312.29946239090907,317.79203083472726,319.0925388,315.99609126363634,2,12913.715132722224,124.77272727272727,112.9090909090909,1.2272727272727273
rotation,25,T4,12,12,0.3333333333333333,0.08333333333333333,4.052666250000016,24.080073387499993,25.95732775000002,27182955,-144.6380205350732,12.583333333333334,11.416666666666666,-0.8333333333333334,12,159,True,True,0,qualified_runs_only,12,260.1881914339623,262.91792304310064,257.4148110714286,299.3871352422078,311.0850456,320.75248352,323.16934299999997,323.16934299999997,1,13433.30101605784,116.75,105.58333333333333,1.75,12,159,True,True,0,qualified_runs_only,12,263.42635968553463,266.32476987707884,261.61543684090907,319.0328208422078,325.876172075,327.962887615,328.48456649999997,328.48456649999997,1,13288.662995522767,129.33333333333334,117,0.9166666666666666
rotation,30,T4,15,15,0.6,0.0,-8.214503750000006,28.914585053846146,36.66574692307694,27182949,-525.9119201306281,13.666666666666666,11.466666666666667,1,15,200,True,True,0,qualified_runs_only,15,250.42163143999997,254.400090477462,260.7460079090909,302.8831345272727,309.89973741818176,315.80308544727274,317.27892245454547,317.27892245454547,1,13029.44209631166,111.93333333333334,101.33333333333333,1.8,15,200,True,True,0,qualified_runs_only,15,248.742952635,252.58784351469725,242.80879361538462,299.3289620153846,302.80758195454547,307.5681213363636,308.7582561818182,308.7582561818182,1,12503.530176181033,125.6,112.8,2.8
rotation,35,T4,21,21,0.6190476190476191,0.047619047619047616,-2.7068550769230626,18.175508749999977,18.260698833333322,27182801,-564.8400823047892,6.666666666666667,4.285714285714286,0.19047619047619047,21,285,True,True,0,qualified_runs_only,21,251.85390416491228,256.23970896664486,243.490824,322.70181779999996,323.4738845,325.082056776923,325.4840998461538,324.4789921730769,2,13329.13397335353,115.14285714285714,104.47619047619048,1.380952380952381,21,285,True,True,0,qualified_runs_only,21,246.34398015438597,250.56372048929444,246.16864484615385,304.77446323076924,312.720376,319.8275204,321.6043065,317.16234125,2,12764.293891048741,121.80952380952381,108.76190476190476,1.5714285714285714
rotation,40,T4,25,25,0.32,0.08,2.602170000000001,26.4250222830769,43.863482250000004,27182885,151.48730771225564,6.24,6.6,0.16,25,320,True,True,0,qualified_runs_only,25,256.90364498125,260.10027486871877,253.11283623076923,291.4024738509091,314.5692557454545,331.66587310254545,335.2658568,327.7658907636364,2,12619.03327801148,118.2,105.96,1.2,25,320,True,True,0,qualified_runs_only,25,262.261259153125,265.4734291363435,267.0010536666667,303.0431493836364,319.2173902066666,333.94169916799996,337.8680268,329.6881775666667,2,12770.520585723736,124.44,112.56,1.36
rotation,45,T4,22,22,0.5,0.09090909090909091,-4.370482699999997,25.987286132517454,34.52107527272727,27182919,-591.8168448830457,13.954545454545455,11.909090909090908,0.13636363636363635,22,265,True,True,0,qualified_runs_only,22,276.36828489056603,281.8466269530549,275.99889916363634,344.0234847454546,353.79763316909094,357.569892298,358.460638,356.3398149,2,12900.817158347227,115.68181818181819,106.36363636363636,1.2727272727272727,22,265,True,True,0,qualified_runs_only,22,273.3569863320755,278.36634179924357,277.7888508,339.63870111272723,340.95246444681817,344.7899008906364,345.7918191818182,343.4062994409091,2,12309.000313464181,129.63636363636363,118.27272727272727,1.4090909090909092
rotation,50,T4,13,13,0.3076923076923077,0.07692307692307693,9.834995083333297,21.177201497435902,21.8636511666667,27182948,-194.65062055405025,13.307692307692308,12,-0.23076923076923078,13,168,True,True,0,qualified_runs_only,13,264.04340760714285,269.1850555896005,251.13267825,324.12851309454544,331.96715376,338.37185731200003,339.97303320000003,339.97303320000003,1,13285.881722038212,115.76923076923077,106.3076923076923,1.7692307692307692,13,168,True,True,0,qualified_runs_only,13,267.05476704166665,273.02634438052075,266.4482116153846,336.46395464333335,340.51128132,341.157179064,341.3186535,341.3186535,1,13091.23110148416,129.07692307692307,118.3076923076923,1.5384615384615385
rotation,55,T4,2,2,0.0,1.0,0.0,0.0,0.0,27182809,0.0,0,0,0,2,23,True,True,0,qualified_runs_only,2,303.2325639565217,304.52360003461536,304.52360003461536,312.4419546469231,313.43174897346154,314.2235844346923,314.4215433,314.4215433,1,13443.372427411523,124.5,114,1.5,2,23,True,True,0,qualified_runs_only,2,303.2325639565217,304.52360003461536,304.52360003461536,312.4419546469231,313.43174897346154,314.2235844346923,314.4215433,314.4215433,1,13443.372427411523,124.5,114,1.5
rotation,0,T6,14,14,0.21428571428571427,0.5,0.0,8.822231893181804,10.894806499999987,27182845,-70.67927482836967,1.2142857142857142,1.9285714285714286,0.21428571428571427,14,184,True,True,0,qualified_runs_only,14,258.60942192391303,262.6827682439932,262.75493818333337,298.08821969727273,318.6584554681818,344.5998622936363,351.085214,351.085214,1,13130.762012811989,119.07142857142857,107.57142857142857,1.3571428571428572,14,184,True,True,0,qualified_runs_only,14,258.1914764402174,262.2292996219985,257.72471883636365,298.08821969727273,318.6584554681818,344.5998622936363,351.085214,351.085214,1,13060.08273798362,120.28571428571429,109.5,1.5714285714285714
rotation,5,T6,13,13,0.46153846153846156,0.3076923076923077,0.0,5.368142419999982,9.74745949999999,27182997,-605.9764249222374,11.076923076923077,8.923076923076923,-0.38461538461538464,13,164,True,True,0,qualified_runs_only,13,276.8780004756098,280.7693043141061,277.86963675,324.88162838,326.4228612,326.58849288,326.6299008,326.6299008,1,13698.45849147465,115.84615384615384,106.07692307692308,1.6153846153846154,13,164,True,True,0,qualified_runs_only,13,272.27715471951217,276.4048521918072,285.8557631818182,325.15768118,327.47131348,328.481008696,328.7334325,328.7334325,1,13092.482066552413,126.92307692307692,115,1.2307692307692308
rotation,10,T6,18,18,0.2777777777777778,0.5,0.0,19.049985148863648,25.64262308333332,27182969,-271.67119024911466,6.277777777777778,4.722222222222222,0.05555555555555555,18,230,True,True,0,qualified_runs_only,18,276.50996289565217,283.35088480434797,281.1777987275641,344.3757340454546,359.587024855,364.693311931,365.96988369999997,365.96988369999997,1,13852.30318587286,117.22222222222223,107.88888888888889,1.6111111111111112,18,230,True,True,0,qualified_runs_only,18,275.09684862608697,282.81930538404214,283.19314680681816,344.3757340454546,359.587024855,364.693311931,365.96988369999997,365.96988369999997,1,13580.631995623744,123.5,112.61111111111111,1.6666666666666667
rotation,15,T6,20,20,0.45,0.35,0.0,29.411331437142838,33.96014114285714,27182971,-422.6639411547937,6.4,5.65,0.05,20,266,True,True,0,qualified_runs_only,20,259.048644943609,262.0601160394684,266.4387372307692,291.4692765857143,295.19126896250003,334.53632399249994,344.37258775000004,344.37258775000004,1,13479.484888567396,114.85,104.2,1.5,20,266,True,True,0,qualified_runs_only,20,255.534901462406,258.7646406192281,260.0015053076923,289.7689531728572,293.9947947196429,334.2970291439285,344.37258775000004,344.37258775000004,1,13056.820947412602,121.25,109.85,1.55
rotation,20,T6,22,22,0.22727272727272727,0.45454545454545453,0.0,20.890285221874976,27.919336615384594,27182823,-216.0434697419868,5.818181818181818,5.590909090909091,0,22,294,True,True,0,qualified_runs_only,22,261.2683087414966,264.76751377644,261.1876084230769,303.11238917902097,306.5752358912587,316.4979238565454,319.0925388,312.9148841727273,2,13725.4279021663,114.36363636363636,103.13636363636364,1.5454545454545454,22,294,True,True,0,qualified_runs_only,22,260.6302432040816,264.14336194018045,261.1876084230769,303.11238917902097,306.5752358912587,316.4979238565454,319.0925388,312.9148841727273,2,13509.384432424315,120.18181818181819,108.72727272727273,1.5454545454545454
rotation,25,T6,14,14,0.2857142857142857,0.5,0.0,12.539959987500001,25.95732775000002,27182955,-451.83820052724644,8.5,7.714285714285714,-0.6428571428571429,14,174,True,True,0,qualified_runs_only,14,277.5218327586207,279.4903802871664,272.44444599999997,322.80055,324.8980391363636,327.46638768181816,328.10847481818183,328.10847481818183,1,13479.21389265322,116,105.85714285714286,1.7857142857142858,14,174,True,True,0,qualified_runs_only,14,274.13593068390804,276.8219145791732,270.11083937499995,326.2579422727273,328.2401069068182,328.4356745813636,328.48456649999997,328.48456649999997,1,13027.375692125974,124.5,113.57142857142857,1.1428571428571428
rotation,30,T6,14,14,0.2857142857142857,0.35714285714285715,0.0,21.263059185576935,36.66574692307694,27182949,-189.5613694856073,8.285714285714286,6.928571428571429,0.8571428571428571,14,190,True,True,0,qualified_runs_only,14,246.35766795263157,250.41410377452667,250.1501807767857,295.27158280000003,302.7941349409091,311.25103302454545,313.36525754545454,313.36525754545454,1,13106.770325884057,110.14285714285714,98.78571428571429,1.5714285714285714,14,190,True,True,0,qualified_runs_only,14,247.31676355789475,251.47681826067176,244.5930663166667,299.3107027,304.8450805909091,311.66122215454544,313.36525754545454,313.36525754545454,1,12917.20895639845,118.42857142857143,105.71428571428571,2.4285714285714284
rotation,35,T6,25,25,0.4,0.32,0.0,17.763073573333305,18.260698833333322,27182801,-243.47602420605332,4.2,2.44,-0.04,25,332,True,True,0,qualified_runs_only,25,250.53382822289157,255.61589593424858,251.95115326666667,314.46416947272724,321.286793930909,322.99001762109094,323.0810280909091,322.89142294545456,2,12831.046194173778,116.88,106.24,1.28,25,332,True,True,0,qualified_runs_only,25,248.6230447319277,253.8196290578896,246.9328682,314.46416947272724,320.4087848909091,322.7266149090909,323.0810280909091,322.3426672954546,2,12587.570169967725,121.08,108.68,1.24
rotation,40,T6,25,25,0.32,0.32,0.0,18.335082756666676,28.18458215384615,27182858,-13.0333109656327,4.84,4.8,-0.08,25,330,True,True,0,qualified_runs_only,25,256.8361301909091,259.25304338003747,253.11283623076923,297.4900474844156,313.20759670571425,319.2866802487273,320.26592472727276,318.2258320636364,2,13125.58459205913,118.08,105.24,1.16,25,330,True,True,0,qualified_runs_only,25,258.8174436515152,261.0417744329149,254.9652588,292.1915949090909,299.54150412467527,312.6119681668571,316.1857394,308.7403826642857,2,13112.551281093496,122.92,110.04,1.08
rotation,45,T6,21,21,0.2857142857142857,0.38095238095238093,0.0,20.250597923076953,34.52107527272727,27182919,-337.7965013357994,9.19047619047619,8.619047619047619,0.3333333333333333,21,251,True,True,0,qualified_runs_only,21,279.09982127888446,284.8884618178778,290.2321047,337.2234844,345.7918191818182,352.5335572763637,354.2189918,350.0054054909091,2,12938.108367102905,115.71428571428571,105.80952380952381,1.380952380952381,21,251,True,True,0,qualified_runs_only,21,278.09685193227097,283.7323412951878,294.73800489999996,337.2234844,345.7918191818182,352.5335572763637,354.2189918,350.0054054909091,2,12600.311865767106,124.9047619047619,114.42857142857143,1.7142857142857142
rotation,50,T6,10,10,0.2,0.2,8.962124774999978,17.087115529395575,20.71956838461537,27182991,-101.70979523925489,8.3,6.4,-0.2,10,135,True,True,0,qualified_runs_only,10,254.60165321481483,259.1718583717079,246.22654948205127,315.33068412,327.65185866,337.50879829200005,339.97303320000003,339.97303320000003,1,13330.611591603732,118,109,1.5,10,135,True,True,0,qualified_runs_only,10,256.5985451333333,261.8472452626694,253.11118842142855,324.18217969499995,332.0776064475,338.3939478495,339.97303320000003,339.97303320000003,1,13228.901796364478,126.3,115.4,1.3
rotation,55,T6,4,4,0.0,1.0,0.0,0.0,0.0,27182809,0.0,0,0,0,4,48,True,True,0,qualified_runs_only,4,300.98454960416666,302.06887390833333,304.52360003461536,316.2673656233333,316.6628989783333,316.97932566233334,317.0584323333333,317.0584323333333,1,14071.572975697007,122.5,113,4,4,48,True,True,0,qualified_runs_only,4,300.98454960416666,302.06887390833333,304.52360003461536,316.2673656233333,316.6628989783333,316.97932566233334,317.0584323333333,317.0584323333333,1,14071.572975697007,122.5,113,4
